0 -> 2832.75152567941 : Auxonne, Ahuy, Dijon, Vix, Saulieu, Bligny-sur, Normier, Semur-en-A, Vitteaux, Blaisy-Bas, Saussy, Saint-Juli, Baigneux-l, Nan-sous-T, Marsannay-, Clamerey, Pommard, Pontailler, Is-sur-Til, Brazey-en-, Montbard, Saulon-la-, Seurre, Leuglay, Laignes, Saint-Apol, Losne, Chenove, Marsannay-, Genlis, Epagny, Fontangy, Beaune, Savigny-le, Vougeot, Marcigny-s, Arcenant, Chamboeuf, Pouilly-en, Aisy-sous-, Montigny-S, Vic-sous-T, Arnay-le-D, Dompierre-, Alise-Sain, Santenay, Curtil-Sai, Salives, Roilly, Arc-sur-Ti, Aisey-sur-, T, Selongey, Précy-sous, Mirebeau-s, Meursault, Nuits-Sain, Longvic, Brianny, Bierre-les, Braux, Noidan, Aloxe-Cort, Prenois, Fleurey-su, Quetigny
302 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
303 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
304 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
305 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
306 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
307 -> 1576.33203887399 : Blaisy-Bas, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
308 -> 1576.33203887399 : Blaisy-Bas, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
309 -> 1576.03951776895 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Bierre-les, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
310 -> 1576.03951776895 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Bierre-les, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
311 -> 1574.47778607542 : Nan-sous-T, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Is-sur-Til, Saint-Juli, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Santenay, Vougeot, T
312 -> 1574.47778607542 : Nan-sous-T, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Is-sur-Til, Saint-Juli, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Santenay, Vougeot, T
313 -> 1574.47778607542 : Nan-sous-T, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Is-sur-Til, Saint-Juli, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Santenay, Vougeot, T
314 -> 1574.28805715166 : Blaisy-Bas, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Marcigny-s, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
315 -> 1574.28805715166 : Blaisy-Bas, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Marcigny-s, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
316 -> 1574.28805715166 : Blaisy-Bas, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Marcigny-s, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
317 -> 1574.28805715166 : Blaisy-Bas, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Marcigny-s, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
318 -> 1574.28805715166 : Blaisy-Bas, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Marcigny-s, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
319 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
320 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
321 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
322 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
323 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
324 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
325 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
326 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
327 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
328 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
329 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
330 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
331 -> 1556.05127187767 : Blaisy-Bas, Noidan, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Nan-sous-T, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
